date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:26:02	296/296	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2030%20Apr%202023%2022:26:02%20GMT	http://localhost/robots.txt		(from )
23:26:07	298766/298766	---MC-	200	added ('OK')	text/html	date:Sun,%2030%20Apr%202023%2022:26:02%20GMT	http://localhost/interlinklogistics.co.uk/	C:/My%20Web%20Sites/Intelink%20Website/localhost/interlinklogistics.co.uk/index.html	(from )
23:26:08	41482/41482	---M--	200	added ('OK')	text/css	etag:%22a20a-5fa39276fc196%22	http://localhost/interlinklogistics.co.uk/wp-content/themes/astra/assets/css/minified/main.min.css?ver=4.1.3	C:/My%20Web%20Sites/Intelink%20Website/localhost/interlinklogistics.co.uk/wp-content/themes/astra/assets/css/minified/main.mina352.css	(from http://localhost/interlinklogistics.co.uk/)
23:26:09	1027/1027	---MCZ	200	added ('OK')	text/html	date:Sun,%2030%20Apr%202023%2022:26:06%20GMT	https://interlinklogistics.co.uk/wp-content/uploads/2022/07/transport-slide1-1.jpg	C:/My%20Web%20Sites/Intelink%20Website/interlinklogistics.co.uk/wp-content/uploads/2022/07/transport-slide1-1.html	(from http://localhost/interlinklogistics.co.uk/)
23:26:11	1289/1289	---M--	200	added ('OK')	application/rss+xml	etag:%222cbe4e373a632a599847230e3eaabd63%22	http://localhost/interlinklogistics.co.uk/feed/	C:/My%20Web%20Sites/Intelink%20Website/localhost/interlinklogistics.co.uk/feed/index.html	(from http://localhost/interlinklogistics.co.uk/)
23:26:11	97517/97517	---MCZ	200	added ('OK')	text/css	date:Fri,%2010%20Mar%202023%2000:22:37%20GMT	https://c0.wp.com/c/6.2/wp-includes/css/dist/block-library/style.min.css	C:/My%20Web%20Sites/Intelink%20Website/c0.wp.com/c/6.2/wp-includes/css/dist/block-library/style.min.css	(from http://localhost/interlinklogistics.co.uk/)
23:26:11	867/867	---M--	200	added ('OK')	application/rss+xml	etag:%222cbe4e373a632a599847230e3eaabd63%22	http://localhost/interlinklogistics.co.uk/comments/feed/	C:/My%20Web%20Sites/Intelink%20Website/localhost/interlinklogistics.co.uk/comments/feed/index.html	(from http://localhost/interlinklogistics.co.uk/)
23:26:11	11256/11256	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Sep%202020%2015:53:06%20GMT	https://c0.wp.com/c/6.2/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css	C:/My%20Web%20Sites/Intelink%20Website/c0.wp.com/c/6.2/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css	(from http://localhost/interlinklogistics.co.uk/)
23:26:11	4186/4186	---MCZ	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2020:45:02%20GMT	https://c0.wp.com/c/6.2/wp-includes/js/mediaelement/wp-mediaelement.min.css	C:/My%20Web%20Sites/Intelink%20Website/c0.wp.com/c/6.2/wp-includes/js/mediaelement/wp-mediaelement.min.css	(from http://localhost/interlinklogistics.co.uk/)
23:26:11	10435/10435	---MCZ	200	added ('OK')	text/css	date:Tue,%2024%20Jan%202023%2022:19:11%20GMT	https://c0.wp.com/p/woocommerce/7.6.1/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css	C:/My%20Web%20Sites/Intelink%20Website/c0.wp.com/p/woocommerce/7.6.1/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css	(from http://localhost/interlinklogistics.co.uk/)
23:26:12	53435/53435	---M--	200	added ('OK')	text/css	etag:%22d0bb-5fa55205de082%22	http://localhost/interlinklogistics.co.uk/wp-content/plugins/redux-framework/redux-core/assets/css/extendify-utilities.css?ver=4.4.1	C:/My%20Web%20Sites/Intelink%20Website/localhost/interlinklogistics.co.uk/wp-content/plugins/redux-framework/redux-core/assets/css/extendify-utilitiesa94e.css	(from http://localhost/interlinklogistics.co.uk/)
23:26:12	260560/260560	---MCZ	200	added ('OK')	text/css	date:Wed,%2029%20Mar%202023%2018:55:14%20GMT	https://c0.wp.com/p/woocommerce/7.6.1/packages/woocommerce-blocks/build/wc-blocks-style.css	C:/My%20Web%20Sites/Intelink%20Website/c0.wp.com/p/woocommerce/7.6.1/packages/woocommerce-blocks/build/wc-blocks-style.css	(from http://localhost/interlinklogistics.co.uk/)
